node_count,enc_time,execute_time,dec_time,ref_time,mse
5,10.607089000131964,217.25692100017113,334.8538310001459,120.67917600006695,5.263575354422078e-11
10,9.62754700003643,648.2211139996252,1444.0396049999435,501.71901900012017,6.989698202416687e-11
10,9.648043999732181,627.2619540000051,1355.5408629999874,509.3350299998747,6.987902593305849e-11
15,9.739107999848784,1605.3602929996487,3244.765950999863,1265.0188430002345,5.3839377024374894e-11
15,10.46192899957532,1662.6255109999875,3308.255838999685,1266.419503999714,5.413859516481219e-11
20,14.974477000123443,3952.380367999922,6240.176887999951,2654.091539000092,5.914573138476286e-11
20,9.814328999709687,3304.4571570003427,5985.126271000354,2658.6705770000663,5.91250638783656e-11
20,9.651506999944104,3294.985574000293,5946.280002000094,2621.3483800001995,5.928179036845988e-11
