node_count,enc_time,execute_time,dec_time,ref_time,mse
4,10.030325000116136,84.42427800036967,191.71591700069257,63.8433090007311,6.587013594656333e-11
12,10.214076999545796,1059.1740009986097,2228.386708000471,781.4872420003667,5.0343491555269313e-11
12,11.533449000125984,1062.8899069997715,2191.126596000686,796.7273769991152,4.975111839556419e-11
24,10.240687000987236,5785.6515270013915,9255.469758998515,4544.3253249995905,6.240882896634087e-11
24,10.353760000725742,5540.058513000986,9101.007948000188,4640.693508999902,6.232810342728634e-11
24,10.386445999756688,5546.093916998871,9155.591003000154,4635.734428999058,6.192713798659347e-11
32,10.2901340014796,12744.184454000788,16892.628740000873,10650.344315999973,6.823407913816297e-11
32,10.393570000815089,12456.48189700114,16529.567931998827,10797.42697599977,6.86576928841735e-11
32,10.29767699947115,12544.107420000728,16496.749654001178,11055.311358000836,6.805101924769396e-11
