NodeCount,SimCnt,CompileTime,KeyGenerationTime,EncryptionTime,ExecutionTime,DecryptionTime,ReferenceExecutionTime,Mse
36,0,0.3037019996554591,75.89781999922707,31.384115000037127,6.432543999835616,15.887808998741093,3.6403249996510567,1.1032708875019577e-09
36,1,0.26750100005301647,40.543077999245725,30.57231000093452,4.842233000090346,15.728808000858407,3.5297240010550013,1.0176721363788865e-09
36,2,0.2689019984245533,43.68359899854113,32.14932099945145,5.2493359999061795,15.751908000311232,3.3626229997025803,1.8291904258257274e-09
40,0,0.2695019993552705,38.066660999902524,31.005712000478525,4.82663299953856,16.11471099931805,3.360523000083049,9.754309952670466e-10
40,1,0.27150200003234204,38.18556100122805,30.33240799959458,4.853733000345528,16.12181100063026,3.405923000173061,6.369511020749042e-10
40,2,0.26680199880502187,39.168569001049036,31.66241700091632,4.893133000223315,16.32571200025268,4.007326999271754,2.907533465435252e-09
44,0,0.30450200029008556,39.65737199905561,31.117913000343833,4.91913400037447,15.825707998374128,3.6868249990220647,2.457773017597119e-09
44,1,0.37680199966416694,42.16578900013701,31.12641400002758,4.915333000099054,15.813308998986031,3.384722998816869,7.415870645379716e-10
44,2,0.2670009998837486,38.45566400013922,30.427608000536566,4.935933999149711,15.755207999973209,3.4194239997304976,6.357075076612279e-10
48,0,0.2692020007089013,38.248161999945296,30.756211001062184,4.823932998988312,15.76210799976252,3.479123999568401,1.0922641495360313e-09
48,1,0.2655019998201169,38.081160999354324,31.670717000451987,5.537537999771303,17.745522000041092,4.022626999358181,4.989043599513517e-09
48,2,0.3491019997454714,41.05058099958114,30.588910000005853,4.863533000388998,15.808908001417876,3.4061240003211424,2.0122216083157265e-09
52,0,0.27070200121670496,39.46576999987883,30.994312999609974,4.866633000347065,19.994836999103427,4.025528000056511,6.991114343324311e-10
52,1,0.27150200003234204,39.275668999835034,31.27141400000255,4.89003400070942,15.849608000280568,3.5138250004820293,8.702383576297446e-10
52,2,0.2748019996943185,38.630065000688774,31.10411300076521,4.871232998993946,16.348311999536236,3.3950239994737785,7.795234388055054e-09
56,0,0.27410199982114136,40.06737400050042,31.0388130001229,4.8436329998367,15.761308000946883,3.4116240003640996,6.975486511531265e-10
56,1,0.2860019994841423,38.083261000792845,31.350114999440848,4.890432999673067,15.76200799900107,3.424423999604187,2.152009582267871e-09
56,2,0.2728020008362364,38.23706200091692,30.91261199915607,4.874033000305644,15.726608000477427,3.4108230011042906,6.727623726389081e-10
60,0,0.29800199990859255,39.433370000551804,30.717611000000034,4.859833001319203,15.722408001238364,3.3895230008056387,7.050936553870841e-10
60,1,0.2710010012378916,38.80916500020248,30.5227160006325,4.859235999902012,15.729316000943072,3.3913250008481555,1.7548153257242635e-09
60,2,0.27260200113232713,39.71219300001394,31.096628999875975,4.830836000110139,16.27401999940048,3.395825000552577,8.360605344323082e-10
