NodeCount,SimCnt,CompileTime,KeyGenerationTime,EncryptionTime,ExecutionTime,DecryptionTime,ReferenceExecutionTime,Mse
36,0,0.2799930007313378,76.33766700018896,30.57058599915763,6.2598330005130265,15.952474999721744,3.6867020007775864,8.977166867716571e-10
36,1,0.32159200054593384,40.3099260001909,30.762780999793904,4.892470000413596,15.744480999273947,3.4815069993783254,6.457247798478158e-10
36,2,0.2630929993756581,38.58177300026,34.76027400029125,8.055784999669413,16.78645299944037,3.3891099992615636,3.144402034072862e-09
40,0,0.28089300030842423,45.68498300068313,31.28016899972863,4.861856999923475,16.257494000456063,3.343239999594516,1.2687015829498356e-09
40,1,0.27170300018042326,38.26265600037004,30.47366200007673,4.962359998899046,16.178391999346786,3.3970410004258156,6.953414274104064e-10
40,2,0.3981040008511627,44.28222699971229,32.431986001029145,6.246875000215368,16.44759500049986,3.805946000284166,1.5333361943317106e-09
44,0,0.3269039989390876,48.456177000844036,38.28825599885022,5.466264999995474,23.15367499977583,5.147862000740133,1.8606158342637736e-09
44,1,0.42140500045206863,44.2470259986294,37.04164099872287,4.8883580002438975,15.74728800005687,3.373840001586359,1.910610486277286e-09
44,2,0.26800299929163884,38.5524590001296,30.762766000407282,4.836457999772392,15.741387000161922,3.4734410000965,6.626636506023308e-10
48,0,0.30100299954938237,38.13485399950878,30.55916399898706,4.816557000594912,15.795088000231772,3.406240999538568,1.702770602454756e-09
48,1,0.29670299954887014,38.315455998599646,30.675064999741153,4.806357999768807,16.17979200091213,3.3398399991710903,1.4597168425627677e-09
48,2,0.26600300043355674,44.62423100085289,38.97436400075094,5.157661000339431,16.459095999380224,3.538041999490815,6.453665679397058e-09
52,0,0.2778029993351083,42.48390599968843,32.81299000082072,5.124260998854879,16.580298000917537,3.5994419995404314,3.245293028089537e-09
52,1,0.32360400109610055,40.29277999870828,30.905367000741535,4.834657000174047,15.750787999422755,3.434739999647718,8.059804667506726e-10
52,2,0.2696030005608918,38.76206099994306,30.71476599870948,4.88525800028583,16.16319300046598,3.3936400013772072,6.528032506048798e-10
56,0,0.2630039998621214,39.42426899993734,30.94596800110594,4.8353580004913965,16.67849800105614,3.3573400014574872,5.4680962109693685e-09
56,1,0.27670300005411264,38.405457000408205,29.808455001330003,4.7967569989850745,15.759788000650587,3.3825400005298434,7.595248955618855e-10
56,2,0.2633029998833081,40.77488499933679,30.438961999607272,4.7864570005913265,15.888689000348677,3.449040999839781,2.9480544686021576e-09
60,0,0.2665030006028246,41.597094999815454,32.75969000060286,4.991759999029455,16.133191998960683,3.40024000070116,1.7501591687508542e-09
60,1,0.3663040006358642,46.511553999152966,36.18013100094686,4.870257998845773,16.08479100104887,3.3523399997648085,2.8487220076046757e-09
60,2,0.27070400028605945,65.88468399968406,88.6621549998381,20.53484400130401,28.409339000063483,6.6213780010002665,6.984402686483803e-10
