NodeCount,SimCnt,CompileTime,KeyGenerationTime,EncryptionTime,ExecutionTime,DecryptionTime,ReferenceExecutionTime,Mse
36,0,0.31160299840848893,76.65745799931756,31.231409000611166,6.15966099940124,16.00495799903001,3.6761370010935934,1.0842002004892692e-09
36,1,0.33330299993394874,39.44059099922015,30.57090200127277,4.869247999522486,16.201960999751464,3.5469350004859734,1.1856542060030317e-09
36,2,0.27650300035020337,38.63518199977989,30.72420399985276,4.845147999731125,16.271561000394286,3.3796340012486326,8.911824355296468e-10
40,0,0.27530300030775834,38.123276999613154,31.30780900028185,4.839446999540087,15.741655999590876,3.423733998715761,7.642101160397473e-10
40,1,0.27420300102676265,38.98788600054104,30.84640499946545,4.865647999395151,15.734955999505473,3.3750330003385898,9.329639003760372e-10
40,2,0.2787020002870122,39.4724910001969,31.212008998409146,4.891548000159673,15.771256001244183,3.39253399943118,4.536068857844215e-09
44,0,0.2794030006043613,39.79939300006663,35.025147000851575,5.1768510002148105,16.62596499954816,4.559944998618448,8.46725029258129e-10
44,1,0.32560399995418265,40.8543039993674,32.06451699952595,6.041959999492974,18.109578999428777,3.478735001408495,4.263883523600807e-09
44,2,0.2745020010479493,38.77438400013489,30.732704000911326,4.87774800058105,15.77695599917206,3.4168339989264496,8.68946082013337e-10
48,0,0.28600299992831424,38.37227900112339,30.566102999728173,4.876448001596145,15.744156000437215,3.4162339998147218,8.568408745383652e-10
48,1,0.2679030003491789,38.025375999495736,30.810705000476446,4.824248000659281,15.713655000581639,3.421833998800139,6.460864615180619e-10
48,2,0.26590199922793545,37.872375000006286,30.857204999847454,4.913249000310316,15.760556001623627,3.4927350006910274,7.627319309287598e-10
52,0,0.26880299992626533,37.75267299897678,30.81970499988529,4.9530489995959215,15.847156999370782,3.4288339993509,4.8562572603689405e-09
52,1,0.26940300085698254,38.41407999971125,31.5442119990621,4.901947999314871,15.802056999746128,3.416834000745439,2.0018958776081698e-09
52,2,0.2716029994189739,38.08987699994759,32.28281900010188,4.9611490012466675,16.1227600001439,3.438933999859728,8.264987618930355e-10
56,0,0.3036029993381817,38.66028300035396,31.231809000018984,4.831648000617861,16.434861998277484,3.432334000535775,1.0461688868783062e-08
56,1,0.2772030002233805,38.696982999681495,30.902905999028007,4.857047999394126,17.032768000717624,4.124740999031928,8.009266461704642e-10
56,2,0.4542050010059029,40.47859999991488,35.69225300088874,5.234651998762274,15.765655998620787,3.440333999606082,3.5075196881768856e-09
60,0,0.30850299845042173,39.40099000101327,30.91920599945297,4.962149001585203,16.161859999556327,3.4346339998592157,1.4204745321446761e-09
60,1,0.2739020001172321,38.006376000339515,30.848106000121334,4.8368469997512875,15.718255999672692,3.381832999366452,1.2842244215488731e-09
60,2,0.2676029998838203,38.40848000072583,30.948906000048737,4.898647999652894,16.009258000849513,3.4411340002407087,1.4214326910042555e-09
